!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b1691	0.0	0.0	0.0	0.0	350			
b1695	32.0	1.77278846163	11200.0	2.55643030998	350			
b1696	25.0	1.38499098565	8750.0	1.99721117968	350			
b1697	5.0	0.27699819713	1750.0	0.399442235935	350			
b1698	13.0	0.720195312537	4550.0	1.03854981343	350			
b1699	1.0	0.0553996394259	350.0	0.079888447187	350			
b1700	5.0	0.27699819713	1750.0	0.399442235935	350			
b1706	205.0	11.3569260823	71750.0	16.3771316733	350			
b1707	22.0	1.21879206737	7700.0	1.75754583811	350			
b1722	5888.0	326.19307694	2060800.0	470.383177037	350			
b1724	104.0	5.76156250029	36400.0	8.30839850745	350			
b1765	2089.0	115.729846761	731150.0	166.886966174	350			
b1769	5.0	0.27699819713	2375.0	0.54210017734	475.0	YdjE	K08369	Transport
b1770	304.0	16.8414903855	106400.0	24.2860879449	350			
b1771	31.0	1.7173888222	10850.0	2.4765418628	350			
b1772	3.0	0.166198918278	1050.0	0.239665341561	350			
b1773	19.0	1.05259314909	6650.0	1.51788049655	350			
b1774	7.0	0.387797475981	2450.0	0.559219130309	350			
b1775	0.0	0.0	0.0	0.0	459.0	YdjK	K08369	Transport
b1776	17.0	0.94179387024	5950.0	1.35810360218	350			
b1728	79.0	4.37657151465	27650.0	6.31118732777	350			
b1729	220.0	12.1879206737	77000.0	17.5754583811	350			
b1730	0.0	0.0	0.0	0.0	350			
b1750	8.0	0.443197115407	2800.0	0.639107577496	350			
b1751	19.0	1.05259314909	6650.0	1.51788049655	350			
b1752	11.0	0.609396033685	3850.0	0.878772919057	350			
b1777	2446.0	135.507518036	856100.0	195.407141819	350			
b1780	1320.0	73.1275240422	388080.0	88.580310241	294.0	YeaD	K01792	Glycolysis
b1781	117.0	6.48175781283	40950.0	9.34694832088	350			
b1783	9.0	0.498596754833	3150.0	0.718996024683	350			
b1784	1.0	0.0553996394259	350.0	0.079888447187	350			
b1785	0.0	0.0	0.0	0.0	350			
b1786	68.0	3.76717548096	23800.0	5.43241440872	350			
b1787	747.0	41.3835306512	261450.0	59.6766700487	350			
b1789	127.0	7.03575420709	44450.0	10.1458327928	350			
b1790	70.0	3.87797475981	24500.0	5.59219130309	350			
b1791	36.0	1.99438701933	14148.0	3.22931928801	393.0	YeaN	K03449	Transport
b1792	270.0	14.957902645	94500.0	21.5698807405	350			
b1794	191.0	10.5813311303	65131.0	14.8663270107	341.0	YeaP	K13069	Other enzymes
b1795	1309.0	72.5181280085	458150.0	104.573977368	350			
b1797	8.0	0.443197115407	2800.0	0.639107577496	350			
b1801	0.0	0.0	0.0	0.0	350			
b1802	4.0	0.221598557704	1400.0	0.319553788748	350	YeaW	K00517	Cofactor biosynthesis
b1803	7.0	0.387797475981	2450.0	0.559219130309	350			
b1806	676.0	37.4501562519	236600.0	54.0045902984	350			
b1807	1862.0	103.154128611	651700.0	148.752288662	350			
b1856	341.0	18.8912770442	119350.0	27.2419604908	350			
b1862	3.0	0.166198918278	1050.0	0.239665341561	350			
b1864	13702.0	759.085859414	4795700.0	1094.63150336	350			
b1846	115.0	6.37095853398	40250.0	9.18717142651	350			
b1847	196.0	10.8583293275	68600.0	15.6581356487	350			
b1848	2308.0	127.862367795	807800.0	184.382536108	350			
b1853	338.0	18.725078126	118300.0	27.0022951492	350			
b1821	185.0	10.2489332938	64750.0	14.7793627296	350			
b1825	2186.0	121.103611785	765100.0	174.636145551	350			
b1828	13.0	0.720195312537	6422.0	1.46583887953	494.0	YebQ	K08169	Transport
b1832	2144.0	118.776826929	750400.0	171.280830769	350			
b1833	47.0	2.60378305302	16450.0	3.75475701779	350			
b1834	126.0	6.98035456766	44100.0	10.0659443456	350			
b1836	29.0	1.60658954335	10150.0	2.31676496842	350			
b1837	77.0	4.26577223579	26950.0	6.1514104334	350			
b1839	2349.0	130.133753011	822150.0	187.657962442	350			
b1840	211.0	11.6893239189	73850.0	16.8564623565	350			
b1908	566.0	31.3561959151	198100.0	45.2168611078	350			
b1917	379.0	20.9964633424	94750.0	21.6269439171	250.0	YecC	K10010	Transport
b1867	463.0	25.6500330542	162050.0	36.9883510476	350			
b1868	75.0	4.15497295694	26250.0	5.99163353903	350			
b1915	6793.0	376.32975062	2377550.0	542.682221741	350			
b1906	49.0	2.71458233187	17150.0	3.91453391216	350			
b4537	3696.0	204.757067318	1293600.0	295.267700803	350			
b1875	438.0	24.2650420685	153300.0	34.9911398679	350			
b1869	218.0	12.0771213948	76300.0	17.4156814868	350			
b1904	31.0	1.7173888222	10850.0	2.4765418628	350			
b1918	317.0	17.561685698	70374.0	16.0630559495	222.0	YecS	K10009	Transport
b1877	14.0	0.775594951963	4900.0	1.11843826062	350			
b1959	14.0	0.775594951963	4900.0	1.11843826062	350			
b1928	5007.0	277.385994606	1752450.0	400.001455065	350			
b1929	2440.0	135.175120199	854000.0	194.927811136	350			
b1930	2982.0	165.201724768	1043700.0	238.227349512	350			
b1958	267.0	14.7917037267	93450.0	21.3302153989	350			
b1962	94.0	5.20756610604	32900.0	7.50951403558	350			
b1931	15.0	0.830994591389	5250.0	1.19832670781	350			
b1932	25.0	1.38499098565	8750.0	1.99721117968	350	YedL	K03829	Other enzymes
b1955	24.0	1.32959134622	6504.0	1.48455560144	271.0	YedP	K07026	Carbohydrate metabolism
b1956	41.0	2.27138521646	14350.0	3.27542633467	350			
b1963	509.0	28.1984164678	178150.0	40.6632196182	350			
b1968	54.0	2.991580529	24408.0	5.57119205412	452.0	YedV	K02484	Other enzymes
b1969	166.0	9.1963401447	37018.0	8.44945867991	223.0			
b1971	23.0	1.2741917068	8050.0	1.8374342853	350			
b1972	15.0	0.830994591389	5250.0	1.19832670781	350			
b2008	108.0	5.983161058	37800.0	8.6279522962	350			
b2012	477.0	26.4256280062	166950.0	38.1067893082	350			
b2013	19.0	1.05259314909	6650.0	1.51788049655	350			
b2014	18110.0	1003.28747	6338500.0	1446.77977856	350			
b1978	3.0	0.166198918278	1050.0	0.239665341561	350			
b1983	3544.0	196.336322125	1240400.0	283.124656831	350			
b1985	15.0	0.830994591389	5250.0	1.19832670781	350			
b2001	3.0	0.166198918278	1050.0	0.239665341561	350			
b2002	0.0	0.0	0.0	0.0	350			
b2003	4.0	0.221598557704	1400.0	0.319553788748	350			
b2004	0.0	0.0	0.0	0.0	350			
b2005	4.0	0.221598557704	1400.0	0.319553788748	350			
b2007	13270.0	735.153215182	4644500.0	1060.11969417	350			
b2015	4.0	0.221598557704	1400.0	0.319553788748	350			
b2016	904.0	50.081274041	316400.0	72.2191562571	350			
b2017	990.0	54.8456430316	346500.0	79.0895627151	350			
b2069	321.0	17.7832842557	144450.0	32.9711034176	450.0	YegD	K04046	Chaperones and folding catalysts
b2067	12.0	0.664795673111	4200.0	0.958661366244	350			
b2063	301.0	16.6752914672	105350.0	24.0464226033	350			
b2070	2.0	0.110799278852	700.0	0.159776894374	350			
b2071	14.0	0.775594951963	4900.0	1.11843826062	350			
b2072	0.0	0.0	0.0	0.0	350			
b2073	3.0	0.166198918278	1050.0	0.239665341561	350			
b2080	40.0	2.21598557704	14000.0	3.19553788748	350			
b2081	3663.0	202.928879217	1659339.0	378.748617334	453.0	YegQ	K08303	Peptidases
b2085	30.0	1.66198918278	10500.0	2.39665341561	350			
b2086	18.0	0.997193509666	6300.0	1.43799204937	350			
b2098	19.0	1.05259314909	6650.0	1.51788049655	350			
b2099	146.0	8.08834735618	48764.0	11.1305149675	334.0	YegU	K05521	Other enzymes
b2100	45.0	2.49298377417	15750.0	3.59498012342	350			
b2101	188.0	10.4151322121	65800.0	15.0190280712	350			
b2102	2.0	0.110799278852	700.0	0.159776894374	350			
b2108	2.0	0.110799278852	700.0	0.159776894374	350			
b2109	0.0	0.0	0.0	0.0	350			
b2110	0.0	0.0	0.0	0.0	350			
b2111	15.0	0.830994591389	5250.0	1.19832670781	350			
b2112	57.0	3.15777944728	19950.0	4.55364148966	350			
b2118	2.0	0.110799278852	700.0	0.159776894374	350			
b4541	0.0	0.0	0.0	0.0	350			
b2119	5.0	0.27699819713	1750.0	0.399442235935	350			
b2120	0.0	0.0	0.0	0.0	350			
b2121	1.0	0.0553996394259	350.0	0.079888447187	350			
b2123	38.0	2.10518629818	13300.0	3.03576099311	350			
b2124	946.0	52.4080588969	331100.0	75.5744710389	350			
b2125	152.0	8.42074519274	36328.0	8.2919643126	239.0			
b2126	59.0	3.26857872613	33099.0	7.55493632412	561.0	YehU	K02478	Other enzymes
b2128	3.0	0.166198918278	729.0	0.166396222855	243.0	YehW	K05846	Transport
b2129	7.0	0.387797475981	2156.0	0.492112834672	308.0	YehX	K05847	Transport
b2130	3.0	0.166198918278	1155.0	0.263631875717	385.0	YehY	K05846	Transport
b2147	23.0	1.2741917068	8050.0	1.8374342853	350	PreA	K17723	Pyrimidine metabolism
b2152	32.0	1.77278846163	11200.0	2.55643030998	350			
b2157	237.0	13.1297145439	82950.0	18.9335619833	350			
b2154	489.0	27.0904236793	135942.0	31.0291293928	278.0	YeiG	K01070	Other enzymes
b2158	168.0	9.30713942355	58800.0	13.4212591274	350			
b2160	42.0	2.32678485589	14700.0	3.35531478185	350			
b2163	3.0	0.166198918278	1050.0	0.239665341561	350			
b2171	8692.0	481.53366589	1651480.0	376.954779315	190.0	YeiP	K02356	Translation factors
b2172	177.0	9.80573617839	61950.0	14.1402551521	350			
b2173	442.0	24.4866406263	154700.0	35.3106936567	350			
b2145	371.0	20.553266227	129850.0	29.6386139064	350			
b2146	30.0	1.66198918278	10500.0	2.39665341561	350	PreT	K17722	Pyrimidine metabolism
b4502	12.0	0.664795673111	4200.0	0.958661366244	350			
b2177	51.0	2.82538161072	30804.0	7.03109636328	604.0	YejA	K13893	Transport
b2178	18.0	0.997193509666	6552.0	1.49551173134	364.0	YejB	K13894	Transport
b2179	33.0	1.82818810105	11253.0	2.56852770342	341.0	YejE	K13895	Transport
b2180	29.0	1.60658954335	15341.0	3.50162476656	529.0	YejF	K13896	Transport
b2181	1879.0	104.095922481	657650.0	150.110392264	350			
b2184	113.0	6.26015925513	39550.0	9.02739453213	350			
b2186	2214.0	122.654801689	774900.0	176.873022072	350			
b2187	7207.0	399.265201343	2522450.0	575.756038877	350			
b2188	201.0	11.1353275246	70350.0	16.0575778846	350			
b2230	3.0	0.166198918278	1050.0	0.239665341561	350			
b2244	133.0	7.36815204365	46550.0	10.6251634759	350			
b2236	814.0	45.0953064927	284900.0	65.0291960102	350			
b2233	3.0	0.166198918278	1050.0	0.239665341561	350			
b2225	1.0	0.0553996394259	350.0	0.079888447187	350			
b2226	0.0	0.0	0.0	0.0	350			
b2229	0.0	0.0	0.0	0.0	350			
b2249	653.0	36.1759645451	228550.0	52.1671560131	350			
b2250	3657.0	202.596481381	1279950.0	292.152051363	350			
b2270	1.0	0.0553996394259	350.0	0.079888447187	350			
b2271	3.0	0.166198918278	1050.0	0.239665341561	350			
b2272	13.0	0.720195312537	4550.0	1.03854981343	350			
b2273	2.0	0.110799278852	700.0	0.159776894374	350			
b2274	9.0	0.498596754833	3150.0	0.718996024683	350			
b2275	16.0	0.886394230815	5600.0	1.27821515499	350			
b2291	616.0	34.1261778864	122584.0	27.9801297428	199.0	YfbR	K08722	Purine metabolism
b2292	21.0	1.16339242794	7350.0	1.67765739093	350			
b2293	488.0	27.0350240398	105408.0	24.0596612603	216.0	YfbT	K01112	Carbohydrate metabolism
b2294	2882.0	159.661760825	1008700.0	230.238504793	350			
b2295	806.0	44.6521093773	282100.0	64.3900884327	350			
b2327	190.0	10.5259314909	66500.0	15.1788049655	350			
b2298	8.0	0.443197115407	2800.0	0.639107577496	350			
b2299	3558.0	197.111917077	1245300.0	284.243095091	350			
b2300	1823.0	100.993542673	638050.0	145.636639222	350			
b2301	70.0	3.87797475981	24500.0	5.59219130309	350			
b2302	6.0	0.332397836555	1290.0	0.294445991061	215.0	YfcG	K00799	Amino acid metabolism
b2304	307.0	17.0076893038	107450.0	24.5257532864	350			
b2305	47.0	2.60378305302	16450.0	3.75475701779	350			
b2322	133.0	7.36815204365	46550.0	10.6251634759	350			
b2325	2775.0	153.733999407	971250.0	221.690440944	350			
b2326	238.0	13.1851141834	83300.0	19.0134504305	350			
b2331	784.0	43.4333173099	274400.0	62.6325425946	350			
b2332	92.0	5.09676682718	32200.0	7.3497371412	350			
b2333	1.0	0.0553996394259	350.0	0.079888447187	350			
b2334	1.0	0.0553996394259	350.0	0.079888447187	350			
b2335	1.0	0.0553996394259	350.0	0.079888447187	350			
b2336	0.0	0.0	0.0	0.0	350			
b2339	9.0	0.498596754833	3150.0	0.718996024683	350			
b2343	8490.0	470.342938726	2971500.0	678.252916618	350			
b2347	12.0	0.664795673111	4200.0	0.958661366244	350			
b2371	9.0	0.498596754833	3150.0	0.718996024683	350			
b2345	11.0	0.609396033685	3850.0	0.878772919057	350			
b2354	27.0	1.4957902645	9450.0	2.15698807405	350			
b2357	0.0	0.0	0.0	0.0	350			
b2359	4.0	0.221598557704	1400.0	0.319553788748	350			
b2360	90.0	4.98596754833	31500.0	7.18996024683	350			
b2361	0.0	0.0	0.0	0.0	350			
b2362	5.0	0.27699819713	1750.0	0.399442235935	350			
b2363	4.0	0.221598557704	1400.0	0.319553788748	350			
b2372	1.0	0.0553996394259	350.0	0.079888447187	350			
b2375	24.0	1.32959134622	8400.0	1.91732273249	350			
b2377	169.0	9.36253906298	59150.0	13.5011475746	350			
b2395	90.0	4.98596754833	31500.0	7.18996024683	350			
b2398	75.0	4.15497295694	26250.0	5.99163353903	350			
b2399	247.0	13.6837109382	86450.0	19.7324464552	350			
b2410	407.0	22.5476532463	142450.0	32.5145980051	350			
b2419	21.0	1.16339242794	7350.0	1.67765739093	350			
b2408	2.0	0.110799278852	700.0	0.159776894374	350			
b2389	12.0	0.664795673111	4200.0	0.958661366244	350			
b2409	95.0	5.26296574546	33250.0	7.58940248277	350			
b2420	10.0	0.553996394259	3500.0	0.79888447187	350			
b2430	26.0	1.44039062507	9100.0	2.07709962686	350			
b2431	3527.0	195.394528255	1234450.0	281.766553229	350			
b2432	350.0	19.3898737991	122500.0	27.9609565155	350			
b2433	153.0	8.47614483216	53550.0	12.2229324196	350			
b2471	2070.0	114.677253612	724500.0	165.369085677	350			
b2443	126.0	6.98035456766	44100.0	10.0659443456	350			
b2444	0.0	0.0	0.0	0.0	350			
b2445	3.0	0.166198918278	1050.0	0.239665341561	350			
b2446	27.0	1.4957902645	9450.0	2.15698807405	350			
b2447	22.0	1.21879206737	7700.0	1.75754583811	350			
b2448	5.0	0.27699819713	1750.0	0.399442235935	350			
b2449	255.0	14.1269080536	89250.0	20.3715540327	350			
b2450	777.0	43.0455198339	271950.0	62.0733234643	350			
b2494	181.0	10.0273347361	63350.0	14.4598089408	350			
b2495	5293.0	293.230291481	629867.0	143.768847327	119.0	YfgD	K00537	Other enzymes
b2503	0.0	0.0	0.0	0.0	350			
b2504	991.0	54.9010426711	346850.0	79.1694511623	350			
b2505	11.0	0.609396033685	3850.0	0.878772919057	350			
b2506	12.0	0.664795673111	4200.0	0.958661366244	350			
b2510	1438.0	79.6646814945	503300.0	114.879587055	350			
b2513	2852.0	157.999771643	998200.0	227.841851377	350			
b2493	287.0	15.8996965152	100450.0	22.9279843427	350			
b2560	218.0	12.0771213948	76300.0	17.4156814868	350			
b2555	143.0	7.9221484379	50050.0	11.4240479477	350			
b2561	145.0	8.03294771676	50750.0	11.5838248421	350			
b2562	773.0	42.8239212762	270550.0	61.7537696756	350			
b2520	99.0	5.48456430316	34650.0	7.90895627151	350			
b2534	2.0	0.110799278852	700.0	0.159776894374	350			
b2605	285.0	15.7888972364	99750.0	22.7682074483	350			
b2575	255.0	14.1269080536	89250.0	20.3715540327	350			
b2579	7560.0	418.82127406	2646000.0	603.956660734	350	YfiD	K06866	Other enzymes
b2577	111.0	6.14935997628	38850.0	8.86761763776	350			
b2581	3949.0	218.773176093	1362405.0	310.972628257	345.0	YfiF	K03214	Ribosome biogenesis
b2593	546.0	30.2482031265	191100.0	43.6190921641	350			
b2602	10.0	0.553996394259	3500.0	0.79888447187	350			
b2586	17.0	0.94179387024	5950.0	1.35810360218	350			
b2604	27.0	1.4957902645	9450.0	2.15698807405	350			
b2583	478.0	26.4810276456	167300.0	38.1866777554	350			
b2584	20.0	1.10799278852	7000.0	1.59776894374	350			
b2603	35.0	1.93898737991	12250.0	2.79609565155	350			
b4461	246.0	13.6283112988	86100.0	19.652558008	350			
b2618	1937.0	107.309101568	677950.0	154.743922201	350			
b2619	2719.0	150.631619599	951650.0	217.216687901	350			
b2623	74.0	4.09957331752	25900.0	5.91174509184	350			
b2625	7.0	0.387797475981	2450.0	0.559219130309	350			
b2626	10.0	0.553996394259	3500.0	0.79888447187	350			
b2627	40.0	2.21598557704	14000.0	3.19553788748	350			
b2628	40.0	2.21598557704	14000.0	3.19553788748	350			
b2629	3.0	0.166198918278	1050.0	0.239665341561	350			
b2631	122.0	6.75875600996	42700.0	9.74639055682	350			
b2632	20.0	1.10799278852	7000.0	1.59776894374	350			
b2633	30.0	1.66198918278	10500.0	2.39665341561	350			
b2634	0.0	0.0	0.0	0.0	350			
b2636	41.0	2.27138521646	14350.0	3.27542633467	350			
b2637	35.0	1.93898737991	12250.0	2.79609565155	350			
b2642	16.0	0.886394230815	5600.0	1.27821515499	350			
b2643	0.0	0.0	0.0	0.0	350			
b2644	0.0	0.0	0.0	0.0	350			
b2645	7.0	0.387797475981	2450.0	0.559219130309	350			
b2671	173.0	9.58413762068	60550.0	13.8207013634	350			
b2700	795.0	44.0427133436	278250.0	63.5113155137	350			
b2683	231.0	12.7973167074	80850.0	18.4542313002	350			
b2672	114.0	6.31555889455	39900.0	9.10728297932	350			
b2668	199.0	11.0245282458	69650.0	15.8978009902	350			
b2665	418.0	23.15704928	146300.0	33.3933709242	350			
b2667	143.0	7.9221484379	50050.0	11.4240479477	350			
b2670	80.0	4.43197115407	28000.0	6.39107577496	350			
b2682	314.0	17.3954867797	109900.0	25.0849724167	350			
b2732	49.0	2.71458233187	17150.0	3.91453391216	350			
b2749	83.0	4.59817007235	29050.0	6.63074111652	350			
b2754	19.0	1.05259314909	6650.0	1.51788049655	350			
b2735	207.0	11.4677253612	72450.0	16.5369085677	350			
b2736	18.0	0.997193509666	5436.0	1.24078171117	302.0	YgbJ	K08319	Other enzymes
b2737	7.0	0.387797475981	2450.0	0.559219130309	350			
b2738	6.0	0.332397836555	2100.0	0.479330683122	350			
b2739	21.0	1.16339242794	7350.0	1.67765739093	350			
b2740	5.0	0.27699819713	1750.0	0.399442235935	350			
b2755	5.0	0.27699819713	1750.0	0.399442235935	350			
b2761	2.0	0.110799278852	700.0	0.159776894374	350			
b2776	10.0	0.553996394259	3500.0	0.79888447187	350			
b2777	1119.0	61.9921965176	391650.0	89.3951724023	350	QueE	K10026	Cofactor biosynthesis
b2778	7.0	0.387797475981	2450.0	0.559219130309	350			
b2766	2.0	0.110799278852	700.0	0.159776894374	350			
b2767	7.0	0.387797475981	2450.0	0.559219130309	350			
b2768	16.0	0.886394230815	5600.0	1.27821515499	350			
b2769	8.0	0.443197115407	2800.0	0.639107577496	350			
b2770	6.0	0.332397836555	2100.0	0.479330683122	350			
b2771	0.0	0.0	0.0	0.0	350			
b4463	4.0	0.221598557704	1400.0	0.319553788748	350			
b2774	3.0	0.166198918278	1050.0	0.239665341561	350			
b2824	1.0	0.0553996394259	350.0	0.079888447187	350			
b2807	1834.0	101.602938707	641900.0	146.515412141	350			
b2798	160.0	8.86394230815	56000.0	12.7821515499	350			
b2795	850.0	47.089693512	297500.0	67.905180109	350			
b2809	386.0	21.3842608184	135100.0	30.8369406142	350			
b2832	613.0	33.9599789681	214550.0	48.9716181256	350			
b2833	569.0	31.5223948333	199150.0	45.4565264494	350			
b2840	226.0	12.5203185103	79100.0	18.0547890643	350			
b2851	0.0	0.0	0.0	0.0	350			
b2852	0.0	0.0	0.0	0.0	350			
b2853	0.0	0.0	0.0	0.0	350			
b2865	298.0	16.5090925489	104300.0	23.8067572617	350			
b2869	11.0	0.609396033685	3850.0	0.878772919057	350			
b2870	0.0	0.0	0.0	0.0	350			
b2871	4.0	0.221598557704	1592.0	0.363378308348	398.0	YgeX	K01751	Other enzymes
b2872	33.0	1.82818810105	11550.0	2.63631875717	350			
b2912	144.0	7.97754807733	50400.0	11.5039363949	350			
b2909	2535.0	140.438085945	887250.0	202.517213619	350			
b2902	28.0	1.55118990393	9800.0	2.23687652124	350			
b2921	15.0	0.830994591389	5250.0	1.19832670781	350			
b2878	0.0	0.0	0.0	0.0	1032.0	YgfK	K12527	Amino acid metabolism
b2880	11.0	0.609396033685	3850.0	0.878772919057	350	YgfM	K12529	Amino acid metabolism
b4464	17.0	0.94179387024	7735.0	1.76553468283	455.0	YgfQ	K06901	Transport
b2886	12.0	0.664795673111	4200.0	0.958661366244	350			
b2887	0.0	0.0	0.0	0.0	350			
b2888	0.0	0.0	0.0	0.0	350			
b2896	218.0	12.0771213948	76300.0	17.4156814868	350			
b2897	2794.0	154.786592556	977900.0	223.208321441	350			
b2898	5476.0	303.368425496	1916600.0	437.469136796	350			
b2928	103.0	5.70616286087	36050.0	8.22851006026	350			
b2929	70.0	3.87797475981	24500.0	5.59219130309	350			
b2922	2830.0	156.780979575	990500.0	226.084305539	350			
b2930	3.0	0.166198918278	1050.0	0.239665341561	350			
b2936	1094.0	60.6072055319	275688.0	62.9265320803	252.0	YggG	K07387	Peptidases
b2944	174.0	9.63953726011	60900.0	13.9005898105	350			
b2959	6699.0	371.122184514	2344650.0	535.172707706	350			
b2956	3.0	0.166198918278	1050.0	0.239665341561	350			
b2958	1158.0	64.1527824552	405300.0	92.5108218426	350			
b4465	7.0	0.387797475981	2450.0	0.559219130309	350			
b2950	12.0	0.664795673111	3912.0	0.892924586845	326.0	YggR	K02669	Bacterial motility proteins
b2951	1053.0	58.3358203155	368550.0	84.1225348879	350			
b2952	1551.0	85.9248407496	291588.0	66.5557501096	188.0	YggT	K02221	Secretion system
b2953	320.0	17.7278846163	112000.0	25.5643030998	350			
b2955	310.0	17.173888222	117180.0	26.7466521182	378.0	YggW	K02495	Cofactor biosynthesis
b2962	7132.0	395.110228386	2496200.0	569.764405338	350			
b3003	2.0	0.110799278852	588.0	0.134212591274	294.0	YghA	K00540	Other enzymes
b3009	315.0	17.4508864192	110250.0	25.1648608639	350			
b2968	45.0	2.49298377417	8010.0	1.82830417705	178.0	YghD	K02462	Bacterial secretion system
b2971	830.0	45.9817007235	290500.0	66.3074111652	350			
b4466	1830.0	101.381340149	640500.0	146.195858352	350			
b2983	0.0	0.0	0.0	0.0	350			
b2984	0.0	0.0	0.0	0.0	350			
b2985	6.0	0.332397836555	2100.0	0.479330683122	350			
b2986	3.0	0.166198918278	1050.0	0.239665341561	350			
b2989	319.0	17.6724849769	111650.0	25.4844146527	350			
b2998	61.0	3.37937800498	21350.0	4.87319527841	350			
b3037	3023.0	167.473109985	1058050.0	241.502775846	350			
b3038	1056.0	58.5020192338	369600.0	84.3622002295	350			
b3039	31.0	1.7173888222	10850.0	2.4765418628	350			
b3054	1003.0	55.5658383442	351050.0	80.1281125286	350			
b3043	140.0	7.75594951963	49000.0	11.1843826062	350			
b3055	662.0	36.6745613	231700.0	52.8861520378	350			
b3029	4429.0	245.365003017	1550150.0	353.825932591	350			
b4469	1176.0	65.1499759649	411600.0	93.9488138919	350			
b3020	108.0	5.983161058	57780.0	13.188441367	535.0	YgiS	K02035	Transport
b3023	33.0	1.82818810105	5280.0	1.20517428899	160.0	YgiV	K07471	Transcription factors
b3024	2395.0	132.682136425	838250.0	191.332831013	350			
b3027	0.0	0.0	0.0	0.0	350			
b3074	101.0	5.59536358202	35350.0	8.06873316589	350			
b3078	0.0	0.0	0.0	0.0	350			
b3079	0.0	0.0	0.0	0.0	350			
b3080	2.0	0.110799278852	700.0	0.159776894374	350			
b3085	258.0	14.2931069719	90300.0	20.6112193742	350			
b3086	6.0	0.332397836555	2100.0	0.479330683122	350			
b3087	208.0	11.5231250006	72800.0	16.6167970149	350			
b3090	40.0	2.21598557704	14000.0	3.19553788748	350			
b3120	0.0	0.0	0.0	0.0	350			
b3121	2.0	0.110799278852	700.0	0.159776894374	350			
b3103	1327.0	73.5153215182	464450.0	106.011969417	350			
b3104	34.0	1.88358774048	11900.0	2.71620720436	350			
b3105	534.0	29.5834074534	186900.0	42.6604307979	350			
b3106	46.0	2.54838341359	16100.0	3.6748685706	350			
b3107	921.0	51.0230679113	322350.0	73.5772598592	350			
b4470	2100.0	116.339242794	735000.0	167.765739093	350			
b3110	24.0	1.32959134622	8400.0	1.91732273249	350			
b3130	246.0	13.6283112988	86100.0	19.652558008	350			
b3184	201.0	11.1353275246	70350.0	16.0575778846	350			
b3205	1332.0	73.7923197153	466200.0	106.411411653	350			
b3153	4.0	0.221598557704	1400.0	0.319553788748	350	YhbO	K05520	Peptidases
b3154	90.0	4.98596754833	31500.0	7.18996024683	350			
b3155	64.0	3.54557692326	22400.0	5.11286061997	350			
b3156	1192.0	66.0363701957	199064.0	45.4368967167	167.0	YhbS	K03824	Other enzymes
b3157	1113.0	61.659798681	389550.0	88.9158417191	350			
b3158	12.0	0.664795673111	3972.0	0.906619749219	331.0	YhbU	K08303	Peptidases
b3159	19.0	1.05259314909	6650.0	1.51788049655	350			
b3160	384.0	21.2734615395	134400.0	30.6771637198	350			
b3173	9.0	0.498596754833	3150.0	0.718996024683	350			
b3180	17221.0	954.037190554	6027350.0	1375.75894901	350			
b3215	7.0	0.387797475981	2450.0	0.559219130309	350			
b3233	3651.0	202.264083544	1277850.0	291.67272068	350			
b3211	4.0	0.221598557704	1400.0	0.319553788748	350			
b3216	2.0	0.110799278852	700.0	0.159776894374	350			
b3219	77.0	4.26577223579	26950.0	6.1514104334	350			
b3220	6.0	0.332397836555	2100.0	0.479330683122	350			
b3221	128.0	7.09115384652	44800.0	10.2257212399	350			
b3232	255.0	14.1269080536	89250.0	20.3715540327	350			
b3238	1846.0	102.26773438	646100.0	147.474073507	350			
b3239	31.0	1.7173888222	10850.0	2.4765418628	350			
b3248	699.0	38.7243479587	244650.0	55.8420245837	350			
b3253	756.0	41.882127406	264600.0	60.3956660734	350			
b3262	6.0	0.332397836555	1764.0	0.402637773823	294.0	YhdJ	K07319	Other enzymes
b4550	948.0	52.5188581758	331800.0	75.7342479333	350			
b3293	93.0	5.15216646661	32550.0	7.42962558839	350			
b4472	65.0	3.60097656268	22750.0	5.19274906716	350			
b3257	799.0	44.2643119013	279650.0	63.8308693024	350			
b3263	247.0	13.6837109382	86450.0	19.7324464552	350			
b3267	176.0	9.75033653896	61600.0	14.0603667049	350			
b3269	0.0	0.0	0.0	0.0	393.0	YhdX	K09970	Transport
b3270	0.0	0.0	0.0	0.0	367.0	YhdY	K09971	Transport
b3271	29.0	1.60658954335	7308.0	1.66807077726	252.0	YhdZ	K09972	Transport
b3343	351.0	19.4452734385	33345.0	7.61108648986	95.0	YheL	K07237	Sulfur relay system
b3344	302.0	16.7306911066	35938.0	8.20294575716	119.0	YheM	K07236	Sulfur relay system
b3345	365.0	20.2208683905	46720.0	10.6639664359	128.0	YheN	K07235	Sulfur relay system
b3346	676.0	37.4501562519	236600.0	54.0045902984	350			
b3352	855.0	47.3666917092	299250.0	68.3046223449	350			
b3353	253.0	14.0161087748	88550.0	20.2117771383	350			
b3354	524.0	29.0294110592	183400.0	41.861546326	350			
b4551	658.0	36.4529627422	230300.0	52.5665982491	350			
b3356	1623.0	89.9136147882	568050.0	129.658949785	350			
