!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b0718	0.0	0.0	0.0	0.0	350			
b0753	66.0	6.31424021895	23100.0	8.08747135089	350			
b4515	3975.0	380.289467733	1391250.0	487.086342724	350			
b0766	715.0	68.4042690387	250250.0	87.614272968	350			
b0773	608.0	58.1675462595	212800.0	74.502766384	350			
b0772	1779.0	170.197474993	759633.0	265.952819251	427.0	YbhC	K01051	Carbohydrate metabolism
b0768	0.0	0.0	0.0	0.0	350			
b0794	35.0	3.34846072217	20230.0	7.08266430427	578.0	YbhF	K01990	Transport
b0795	152.0	14.5418865649	53200.0	18.625691596	350			
b0769	0.0	0.0	0.0	0.0	350			
b0770	0.0	0.0	0.0	0.0	350			
b0771	4.0	0.382681225391	3012.0	1.05452223848	753.0	YbhJ	K01681	TCA cycle and anaplerotic enzymes
b0780	135.0	12.915491357	47250.0	16.5425550359	350			
b0786	667.0	63.812094334	233450.0	81.7324756219	350			
b0787	0.0	0.0	0.0	0.0	350			
b0788	0.0	0.0	0.0	0.0	350			
b0789	0.0	0.0	0.0	0.0	413.0	YbhO	K06132	Lipid and steroid metabolism
b0790	0.0	0.0	0.0	0.0	350			
b0791	197.0	18.8470503505	68950.0	24.139876608	350			
b0792	19.0	1.81773582061	6992.0	2.44794803833	368.0	YbhR	K09686	Transport
b0793	17.0	1.62639520791	6409.0	2.24383566614	377.0	YbhS	K09686	Transport
b0762	3243.0	310.258803486	1135050.0	397.388933196	350			
b0798	22.0	2.10474673965	7700.0	2.69582378363	350			
b0800	722.0	69.0739611831	252700.0	88.472035081	350			
b0801	2579.0	246.733720071	931019.0	325.956254963	361.0	YbiC	K13574	Other enzymes
b0796	57.0	5.45320746182	19950.0	6.9846343485	350			
b0803	0.0	0.0	0.0	0.0	350			
b0802	233.0	22.291181379	81550.0	28.5512246176	350			
b0808	0.0	0.0	0.0	0.0	350			
b0815	58.0	5.54887776817	20300.0	7.10717179321	350			
b0818	26.0	2.48742796504	9100.0	3.18597356247	350			
b0819	1478.0	141.400712782	517300.0	181.110343282	350			
b0820	1245.0	119.109531403	435750.0	152.559118665	350			
b0821	126.0	12.0544585998	44100.0	15.4397180335	350			
b0822	322.0	30.805838644	87262.0	30.5510357152	271.0	YbiV	K07757	Other enzymes
b0823	0.0	0.0	0.0	0.0	810.0	YbiW	K00656	Glycolysis
b0804	3.0	0.287010919043	675.0	0.236322214799	225.0	YbiX	K07336	Other enzymes
b0824	0.0	0.0	0.0	0.0	299.0	YbiY	K04069	Other enzymes
b0850	28.0	2.67876857774	9800.0	3.43104845189	350			
b0876	156.0	14.9245677903	54600.0	19.1158413748	350			
b0874	87.0	8.32331665226	30450.0	10.6607576898	350			
b0841	388.0	37.1200788629	76824.0	26.896619007	198.0	YbjG	K06153	Glycan metabolism
b0843	9.0	0.86103275713	3150.0	1.10283700239	350			
b0844	226.0	21.6214892346	79100.0	27.6934625046	350			
b0845	73.0	6.98393236339	25550.0	8.94523346387	350			
b0846	43.0	4.11382317296	15050.0	5.26911012255	350			
b0847	113.0	10.8107446173	39550.0	13.8467312523	350			
b0848	9.0	0.86103275713	3150.0	1.10283700239	350			
b0853	745.0	71.2743782291	260750.0	91.2903963093	350			
b0858	40.0	3.82681225391	14000.0	4.90149778842	350			
b0865	397.0	37.9811116201	138950.0	48.6473655501	350			
b0866	556.0	53.1926903294	194600.0	68.130819259	350			
b0868	174.0	16.6466333045	60900.0	21.3215153796	350			
b0869	50.0	4.78351531739	17500.0	6.12687223553	350			
b0877	2424.0	231.904822587	848400.0	297.030765978	350			
b0897	5.0	0.478351531739	1750.0	0.612687223553	350			
b0898	61.0	5.83588868722	23302.0	8.15819296184	382.0	YcaD	K08219	Transport
b0913	0.0	0.0	0.0	0.0	754.0	YcaI	K02238	Secretion system
b0901	230.0	22.00417046	80500.0	28.1836122834	350			
b0909	34.0	3.25279041583	8636.0	3.02352392149	254.0	YcaL	K07387	Peptidases
b0899	0.0	0.0	0.0	0.0	350			
b0900	8.0	0.765362450782	2800.0	0.980299557684	350			
b0905	1971.0	188.566173812	689850.0	241.521303524	350			
b0906	0.0	0.0	0.0	0.0	350			
b0916	0.0	0.0	0.0	0.0	350			
b0917	3442.0	329.297194449	1204700.0	421.773884694	350			
b0925	84.0	8.03630573322	29400.0	10.2931453557	350			
b0920	25.0	2.3917576587	8750.0	3.06343611776	350			
b0944	0.0	0.0	0.0	0.0	350			
b0919	5.0	0.478351531739	1750.0	0.612687223553	350			
b0926	1119.0	107.055072803	391650.0	137.119400631	350			
b0927	1041.0	99.5927889081	364350.0	127.561479944	350			
b0942	0.0	0.0	0.0	0.0	350			
b0943	5.0	0.478351531739	1750.0	0.612687223553	350			
b0946	243.0	23.2478844425	85050.0	29.7765990647	350			
b0947	641.0	61.3246663689	224350.0	78.5465020594	350			
b0955	312.0	29.8491355805	182832.0	64.0107602609	586.0	YcbZ	K04770	Peptidases
b0970	3541.0	338.768554778	1239350.0	433.90509172	350			
b4592	45.0	4.30516378565	15750.0	5.51418501197	350			
b1001	0.0	0.0	0.0	0.0	350			
b0961	259.0	24.7786093441	90650.0	31.73719818	350			
b1003	232.0	22.1955110727	81200.0	28.4286871728	350			
b0969	700.0	66.9692144435	76300.0	26.7131629469	109.0	YccK	K11179	Sulfur relay system
b0992	0.0	0.0	0.0	0.0	350			
b0960	60.0	5.74021838087	21000.0	7.35224668263	350			
b0964	0.0	0.0	0.0	0.0	350			
b0965	1311.0	125.423771622	458850.0	160.646590015	350			
b0968	153.0	14.6375568712	14076.0	4.92810591927	92.0	YccX	K01512	Glycolysis
b1025	0.0	0.0	0.0	0.0	350			
b1029	0.0	0.0	0.0	0.0	350			
b1034	748.0	71.5613891482	261800.0	91.6580086435	350			
b1035	1504.0	143.888140747	526400.0	184.296316845	350			
b1036	96.0	9.18434940939	33600.0	11.7635946922	350			
b1055	2641.0	252.665279065	924350.0	323.62139148	350			
b1063	266.0	25.4483014885	93100.0	32.594960293	350			
b1088	3051.0	291.890104667	1067850.0	373.861743812	350			
b1087	614.0	58.7415680976	214900.0	75.2379910523	350			
b1097	94.0	8.99300879669	32900.0	11.5185198028	350			
b1067	746.0	71.3700485355	261100.0	91.412933754	350			
b1056	358.0	34.2499696725	125300.0	43.8684052064	350			
b1057	0.0	0.0	0.0	0.0	350			
b1050	38.0	3.63547164122	13300.0	4.656422899	350			
b1068	176.0	16.8379739172	61600.0	21.5665902691	350			
b1058	7.0	0.669692144435	2450.0	0.857762112974	350			
b1085	0.0	0.0	0.0	0.0	350			
b1128	908.0	86.8686381638	317800.0	111.263999797	350			
b1100	546.0	52.2359872659	191100.0	66.9054448119	350			
b1110	26.0	2.48742796504	9100.0	3.18597356247	350			
b1104	101.0	9.66270094113	35350.0	12.3762819158	350			
b1105	872.0	83.4245071353	305200.0	106.852651788	350			
b1108	1678.0	160.534774052	587300.0	205.617832224	350			
b1111	232.0	22.1955110727	81200.0	28.4286871728	350			
b1113	166.0	15.8812708537	58100.0	20.3412158219	350			
b1115	0.0	0.0	0.0	0.0	350			
b1121	0.0	0.0	0.0	0.0	350			
b1188	0.0	0.0	0.0	0.0	350			
b1162	228.0	21.8128298473	79800.0	27.938537394	350			
b1163	13.0	1.24371398252	4550.0	1.59298678124	350			
b1168	0.0	0.0	0.0	0.0	350			
b1177	202.0	19.3254018823	70700.0	24.7525638315	350			
b1179	1335.0	127.719858974	467250.0	163.587488689	350			
b1180	392.0	37.5027600883	137200.0	48.0346783265	350			
b1181	542.0	51.8533060405	189700.0	66.4152950331	350			
b1194	0.0	0.0	0.0	0.0	350			
b1202	0.0	0.0	0.0	0.0	350			
b1161	11.0	1.05237336983	3850.0	1.34791189182	350			
b1196	0.0	0.0	0.0	0.0	350			
b1164	193.0	18.4643691251	67550.0	23.6497268291	350			
b1214	211.0	20.1864346394	73850.0	25.8554008339	350			
b1242	57.0	5.45320746182	19950.0	6.9846343485	350			
b1203	5028.0	481.030300317	1759800.0	616.118272004	350			
b1205	114.0	10.9064149236	39900.0	13.969268697	350			
b1233	574.0	54.9147558436	200900.0	70.3364932638	350			
b1206	63.0	6.02722929991	22050.0	7.71985901676	350			
b1219	1855.0	177.468418275	649250.0	227.306959938	350			
b1220	12.0	1.14804367617	4200.0	1.47044933653	350			
b1213	20.0	1.91340612696	7000.0	2.45074889421	350			
b1253	948.0	90.6954504177	180120.0	63.0612701179	190.0	YciA	K10806	Lipid and steroid metabolism
b1254	204.0	19.516742495	71400.0	24.9976387209	350			
b1255	300.0	28.7010919043	105000.0	36.7612334132	350			
b1257	27.0	2.58309827139	9450.0	3.30851100718	350			
b1258	0.0	0.0	0.0	0.0	350			
b1259	0.0	0.0	0.0	0.0	350			
b1282	964.0	92.2261753193	104112.0	36.4503384106	108.0	YciH	K03113	Translation factors
b1251	978.0	93.5655596081	342300.0	119.841620927	350			
b1271	340.0	32.5279041583	119000.0	41.6627312016	350			
b1280	103.0	9.85404155382	36050.0	12.6213568052	350			
b1273	2138.0	204.543114972	748300.0	261.985056791	350			
b1267	522.0	49.9398999136	182700.0	63.9645461389	350			
b1268	0.0	0.0	0.0	0.0	350			
b1279	370.0	35.3980133487	129500.0	45.3388545429	350			
b1284	1266.0	121.118607836	443100.0	155.132405004	350			
b1248	623.0	59.6026008547	218050.0	76.3408280547	350			
b1266	68.0	6.50558083165	23800.0	8.33254624032	350			
b1287	1223.0	117.004784663	428050.0	149.863294881	350			
b4523	272.0	26.0223233266	95200.0	33.3301849613	350			
b4595	2338.0	223.677176241	818300.0	286.492545733	350			
b4596	143.0	13.6808538077	50050.0	17.5228545936	350			
b1289	0.0	0.0	0.0	0.0	350			
b1322	269.0	25.7353124076	94150.0	32.9625726271	350			
b1325	105.0	10.0453821665	36750.0	12.8664316946	350			
b1309	0.0	0.0	0.0	0.0	559.0	YcjM	K00690	Carbohydrate metabolism
b1310	0.0	0.0	0.0	0.0	430.0	YcjN	K02027	Transport
b1311	0.0	0.0	0.0	0.0	293.0	YcjO	K02025	Transport
b1312	0.0	0.0	0.0	0.0	280.0	YcjP	K02026	Transport
b1313	5.0	0.478351531739	1750.0	0.612687223553	350			
b1314	0.0	0.0	0.0	0.0	350			
b1315	0.0	0.0	0.0	0.0	350			
b1316	0.0	0.0	0.0	0.0	755.0	YcjT	K04844	Other enzymes
b1317	0.0	0.0	0.0	0.0	219.0	YcjU	K01838	Carbohydrate metabolism
b1320	62.0	5.93155899356	21700.0	7.59732157205	350			
b1321	254.0	24.3002578123	88900.0	31.1245109565	350			
b1327	10.0	0.956703063478	3500.0	1.22537444711	350			
b1328	78.0	7.46228389513	27300.0	9.55792068742	350			
b1347	0.0	0.0	0.0	0.0	350			
b4526	0.0	0.0	0.0	0.0	350			
b4527	8.0	0.765362450782	2800.0	0.980299557684	350			
b1355	26.0	2.48742796504	9100.0	3.18597356247	350			
b1340	116.0	11.0977555363	40600.0	14.2143435864	350			
b1341	0.0	0.0	0.0	0.0	350			
b1342	185.0	17.6990066743	64750.0	22.6694272714	350			
b1346	0.0	0.0	0.0	0.0	350			
b1357	12.0	1.14804367617	4200.0	1.47044933653	350			
b1358	16.0	1.53072490156	5600.0	1.96059911537	350			
b1359	0.0	0.0	0.0	0.0	350			
b1360	0.0	0.0	0.0	0.0	350			
b1406	40.0	3.82681225391	14000.0	4.90149778842	350			
b1407	0.0	0.0	0.0	0.0	350			
b1381	17.0	1.62639520791	5950.0	2.08313656008	350			
b4529	1527.0	146.088557793	534450.0	187.114678073	350			
b1378	399.0	38.1724522328	139650.0	48.8924404395	350	YdbK	K03737	Other central metabolism enzymes
b1383	113.0	10.8107446173	39550.0	13.8467312523	350			
b1419	58.0	5.54887776817	20300.0	7.10717179321	350			
b1460	0.0	0.0	0.0	0.0	350			
b1457	0.0	0.0	0.0	0.0	350			
b1414	303.0	28.9881028234	106050.0	37.1288457473	350			
b1426	20.0	1.91340612696	7000.0	2.45074889421	350			
b1422	256.0	24.491598425	89600.0	31.3695858459	350			
b1423	0.0	0.0	0.0	0.0	350			
b1428	0.0	0.0	0.0	0.0	350			
b1431	285.0	27.2660373091	99750.0	34.9231717425	350			
b1434	125.0	11.9587882935	43750.0	15.3171805888	350			
b1433	53.0	5.07052623643	18550.0	6.49448456966	350			
b1435	324.0	30.9971792567	216108.0	75.66092029	667.0	YdcP	K08303	Peptidases
b1439	184.0	17.603336368	64400.0	22.5468898267	350			
b1440	0.0	0.0	0.0	0.0	381.0	YdcS	K02055	Transport
b1441	0.0	0.0	0.0	0.0	337.0	YdcT	K02052	Transport
b1442	0.0	0.0	0.0	0.0	313.0	YdcU	K02054	Transport
b1443	0.0	0.0	0.0	0.0	264.0	YdcV	K02053	Transport
b1445	22.0	2.10474673965	7700.0	2.69582378363	350			
b1446	4533.0	433.673498675	1586550.0	555.462236873	350			
b1447	18.0	1.72206551426	6300.0	2.20567400479	350			
b1496	0.0	0.0	0.0	0.0	153.0	YddA	K02471	Transport
b1495	7.0	0.669692144435	2450.0	0.857762112974	350			
b1464	174.0	16.6466333045	60900.0	21.3215153796	350			
b1473	80.0	7.65362450782	28000.0	9.80299557684	350			
b1462	0.0	0.0	0.0	0.0	350			
b1470	0.0	0.0	0.0	0.0	350			
b1477	202.0	19.3254018823	70700.0	24.7525638315	350			
b1491	123.0	11.7674476808	43050.0	15.0721056994	350			
b1528	116.0	11.0977555363	45936.0	16.0825144578	396.0	YdeA	K08159	Transport
b1534	45.0	4.30516378565	15750.0	5.51418501197	350			
b1535	2.0	0.191340612696	700.0	0.245074889421	350			
b1536	27.0	2.58309827139	9450.0	3.30851100718	350			
b1537	4.0	0.382681225391	1400.0	0.490149778842	350			
b1497	0.0	0.0	0.0	0.0	350			
b1498	3.0	0.287010919043	1050.0	0.367612334132	350			
b1499	0.0	0.0	0.0	0.0	350			
b1501	10.0	0.956703063478	7590.0	2.65731201529	759.0	YdeP	K00123	TCA cycle and anaplerotic enzymes
b1502	0.0	0.0	0.0	0.0	350			
b1503	0.0	0.0	0.0	0.0	350			
b1504	0.0	0.0	0.0	0.0	350			
b1571	60.0	5.74021838087	21000.0	7.35224668263	350			
b1572	5.0	0.478351531739	1750.0	0.612687223553	350			
b1576	0.0	0.0	0.0	0.0	350			
b1539	2514.0	240.515150158	623472.0	218.281902082	248.0	YdfG	K00540	Other enzymes
b1540	222.0	21.2388080092	77700.0	27.2033127257	350			
b1542	12.0	1.14804367617	4200.0	1.47044933653	350			
b1549	4.0	0.382681225391	1400.0	0.490149778842	350			
b1555	0.0	0.0	0.0	0.0	350			
b1560	0.0	0.0	0.0	0.0	350			
b1565	0.0	0.0	0.0	0.0	350			
b1541	334.0	31.9538823202	116900.0	40.9275065333	350			
b1614	1163.0	111.264566282	407050.0	142.511048198	350			
b1607	175.0	16.7423036109	61250.0	21.4440528243	350			
b1598	79.0	7.55795420148	21567.0	7.55075734306	273.0	YdgD	K04775	Peptidases
b1604	2263.0	216.501903265	792050.0	277.30223738	350			
b1605	24.0	2.29608735235	8400.0	2.94089867305	350			
b1624	276.0	26.405004552	96600.0	33.8203347401	350			
b1626	85.0	8.13197603956	29750.0	10.4156828004	350			
b4601	0.0	0.0	0.0	0.0	350			
b1659	73.0	6.98393236339	25550.0	8.94523346387	350			
b1660	195.0	18.6557097378	68250.0	23.8948017186	350			
b1647	541.0	51.7576357342	189350.0	66.2927575884	350			
b1643	140.0	13.3938428887	49000.0	17.1552422595	350			
b1644	44.0	4.2094934793	15400.0	5.39164756726	350			
b1645	3.0	0.287010919043	1050.0	0.367612334132	350			
b1648	42.0	4.01815286661	14700.0	5.14657267784	350			
b1655	158.0	15.115908403	55300.0	19.3609162643	350			
b1657	139.0	13.2981725823	54071.0	18.9306347798	389.0	YdhP	K08156	Transport
b1664	1052.0	100.645162278	368200.0	128.909391835	350			
b1667	1249.0	119.492212628	437150.0	153.049268443	350			
b1668	0.0	0.0	0.0	0.0	350			
b1669	0.0	0.0	0.0	0.0	350			
b1670	0.0	0.0	0.0	0.0	350	YdhU	K08354	
b1673	0.0	0.0	0.0	0.0	350			
b1672	0.0	0.0	0.0	0.0	350			
b1671	1.0	0.0956703063478	350.0	0.122537444711	350			
b1674	0.0	0.0	0.0	0.0	350			
b1675	690.0	66.01251138	241500.0	84.5508368503	350			
b1692	0.0	0.0	0.0	0.0	288.0	YdiB	K05887	Amino acid metabolism
b1705	54.0	5.16619654278	18900.0	6.61702201437	350			
b1694	2.0	0.191340612696	700.0	0.245074889421	350			
b1685	202.0	19.3254018823	70700.0	24.7525638315	350			
b1686	914.0	87.4426600019	319900.0	111.999224465	350			
b1687	620.0	59.3155899356	217000.0	75.9732157205	350			
b1688	210.0	20.090764333	73500.0	25.7328633892	350			
b1689	0.0	0.0	0.0	0.0	350			
b1690	0.0	0.0	0.0	0.0	350			
b1691	0.0	0.0	0.0	0.0	350			
b1695	17.0	1.62639520791	5950.0	2.08313656008	350			
b1696	24.0	2.29608735235	8400.0	2.94089867305	350			
b1697	0.0	0.0	0.0	0.0	350			
b1698	4.0	0.382681225391	1400.0	0.490149778842	350			
b1699	0.0	0.0	0.0	0.0	350			
b1700	0.0	0.0	0.0	0.0	350			
b1706	153.0	14.6375568712	53550.0	18.7482290407	350			
b1707	16.0	1.53072490156	5600.0	1.96059911537	350			
b1722	117.0	11.1934258427	40950.0	14.3368810311	350			
b1724	52.0	4.97485593009	18200.0	6.37194712495	350			
b1765	2179.0	208.465597532	762650.0	267.009092024	350			
b1769	0.0	0.0	0.0	0.0	475.0	YdjE	K08369	Transport
b1770	190.0	18.1773582061	66500.0	23.282114495	350			
b1771	15.0	1.43505459522	5250.0	1.83806167066	350			
b1772	0.0	0.0	0.0	0.0	350			
b1773	17.0	1.62639520791	5950.0	2.08313656008	350			
b1774	2.0	0.191340612696	700.0	0.245074889421	350			
b1775	0.0	0.0	0.0	0.0	459.0	YdjK	K08369	Transport
b1776	3.0	0.287010919043	1050.0	0.367612334132	350			
b1728	43.0	4.11382317296	15050.0	5.26911012255	350			
b1729	6346.0	607.123764083	2221100.0	777.622624133	350			
b1730	0.0	0.0	0.0	0.0	350			
b1750	0.0	0.0	0.0	0.0	350			
b1751	8.0	0.765362450782	2800.0	0.980299557684	350			
b1752	5.0	0.478351531739	1750.0	0.612687223553	350			
b1777	1728.0	165.318289369	604800.0	211.74470446	350			
b1780	1091.0	104.376304225	320754.0	112.298215831	294.0	YeaD	K01792	Glycolysis
b1781	113.0	10.8107446173	39550.0	13.8467312523	350			
b1783	5.0	0.478351531739	1750.0	0.612687223553	350			
b1784	0.0	0.0	0.0	0.0	350			
b1785	0.0	0.0	0.0	0.0	350			
b1786	19.0	1.81773582061	6650.0	2.3282114495	350			
b1787	648.0	61.9943585134	226800.0	79.4042641724	350			
b1789	38.0	3.63547164122	13300.0	4.656422899	350			
b1790	33.0	3.15712010948	11550.0	4.04373567545	350			
b1791	8.0	0.765362450782	3144.0	1.10073636049	393.0	YeaN	K03449	Transport
b1792	163.0	15.5942599347	57050.0	19.9736034878	350			
b1794	99.0	9.47136032843	33759.0	11.8192617028	341.0	YeaP	K13069	Other enzymes
b1795	975.0	93.2785486891	341250.0	119.474008593	350			
b1797	0.0	0.0	0.0	0.0	350			
b1801	0.0	0.0	0.0	0.0	350			
b1802	0.0	0.0	0.0	0.0	350	YeaW	K00517	Cofactor biosynthesis
b1803	0.0	0.0	0.0	0.0	350			
b1806	257.0	24.5872687314	89950.0	31.4921232906	350			
b1807	606.0	57.9762056468	212100.0	74.2576914946	350			
b1856	569.0	54.4364043119	199150.0	69.7238060403	350			
b1862	0.0	0.0	0.0	0.0	350			
b1864	9115.0	872.03484236	3190250.0	1116.92880854	350			
b1846	81.0	7.74929481417	28350.0	9.92553302155	350			
b1847	129.0	12.3414695189	45150.0	15.8073303677	350			
b1848	810.0	77.4929481417	283500.0	99.2553302155	350			
b1853	169.0	16.1682817728	59150.0	20.7088281561	350			
b1821	43.0	4.11382317296	15050.0	5.26911012255	350			
b1825	936.0	89.5474067415	327600.0	114.695048249	350			
b1828	0.0	0.0	0.0	0.0	494.0	YebQ	K08169	Transport
b1832	2309.0	220.902737357	808150.0	282.938959837	350			
b1833	22.0	2.10474673965	7700.0	2.69582378363	350			
b1834	44.0	4.2094934793	15400.0	5.39164756726	350			
b1836	15.0	1.43505459522	5250.0	1.83806167066	350			
b1837	84.0	8.03630573322	29400.0	10.2931453557	350			
b1839	1988.0	190.192569019	695800.0	243.604440085	350			
b1840	103.0	9.85404155382	36050.0	12.6213568052	350			
b1908	527.0	50.4182514453	184450.0	64.5772333624	350			
b1917	1294.0	123.797376414	323500.0	113.259609611	250.0	YecC	K10010	Transport
b1867	506.0	48.409175012	177100.0	62.0039470235	350			
b1868	35.0	3.34846072217	12250.0	4.28881056487	350			
b1915	4682.0	447.92837432	1638700.0	573.720316135	350			
b1906	57.0	5.45320746182	19950.0	6.9846343485	350			
b4537	1143.0	109.351160156	400050.0	140.060299304	350			
b1875	227.0	21.717159541	79450.0	27.8159999493	350			
b1869	303.0	28.9881028234	106050.0	37.1288457473	350			
b1904	3.0	0.287010919043	1050.0	0.367612334132	350			
b1918	522.0	49.9398999136	115884.0	40.5717978367	222.0	YecS	K10009	Transport
b1877	0.0	0.0	0.0	0.0	350			
b1959	1.0	0.0956703063478	350.0	0.122537444711	350			
b1928	2889.0	276.391515039	1011150.0	354.010677769	350			
b1929	627.0	59.9852820801	219450.0	76.8309778335	350			
b1930	1200.0	114.804367617	420000.0	147.044933653	350			
b1958	188.0	17.9860175934	65800.0	23.0370396056	350			
b1962	85.0	8.13197603956	29750.0	10.4156828004	350			
b1931	0.0	0.0	0.0	0.0	350			
b1932	18.0	1.72206551426	6300.0	2.20567400479	350	YedL	K03829	Other enzymes
b1955	5.0	0.478351531739	1355.0	0.474394964522	271.0	YedP	K07026	Carbohydrate metabolism
b1956	23.0	2.200417046	8050.0	2.81836122834	350			
b1963	378.0	36.1633757995	132300.0	46.3191541006	350			
b1968	30.0	2.87010919043	13560.0	4.74745071507	452.0	YedV	K02484	Other enzymes
b1969	110.0	10.5237336983	24530.0	8.58812433928	223.0			
b1971	6.0	0.574021838087	2100.0	0.735224668263	350			
b1972	0.0	0.0	0.0	0.0	350			
b2008	18.0	1.72206551426	6300.0	2.20567400479	350			
b2012	6555.0	627.11885811	2294250.0	803.232950077	350			
b2013	785.0	75.101190483	274750.0	96.1918940978	350			
b2014	4030.0	385.551334582	1410500.0	493.825902183	350			
b1978	0.0	0.0	0.0	0.0	350			
b1983	2731.0	261.275606636	955850.0	334.649761504	350			
b1985	7.0	0.669692144435	2450.0	0.857762112974	350			
b2001	0.0	0.0	0.0	0.0	350			
b2002	0.0	0.0	0.0	0.0	350			
b2003	0.0	0.0	0.0	0.0	350			
b2004	0.0	0.0	0.0	0.0	350			
b2005	0.0	0.0	0.0	0.0	350			
b2007	8581.0	820.94689877	3003350.0	1051.49381306	350			
b2015	0.0	0.0	0.0	0.0	350			
b2016	675.0	64.5774567848	236250.0	82.7127751796	350			
b2017	748.0	71.5613891482	261800.0	91.6580086435	350			
b2069	110.0	10.5237336983	49500.0	17.3302957519	450.0	YegD	K04046	Chaperones and folding catalysts
b2067	2.0	0.191340612696	700.0	0.245074889421	350			
b2063	133.0	12.7241507443	46550.0	16.2974801465	350			
b2070	0.0	0.0	0.0	0.0	350			
b2071	17.0	1.62639520791	5950.0	2.08313656008	350			
b2072	0.0	0.0	0.0	0.0	350			
b2073	0.0	0.0	0.0	0.0	350			
b2080	10.0	0.956703063478	3500.0	1.22537444711	350			
b2081	1386.0	132.599044598	627858.0	219.817471317	453.0	YegQ	K08303	Peptidases
b2085	20.0	1.91340612696	7000.0	2.45074889421	350			
b2086	5.0	0.478351531739	1750.0	0.612687223553	350			
b2098	6.0	0.574021838087	2100.0	0.735224668263	350			
b2099	124.0	11.8631179871	41416.0	14.5000308861	334.0	YegU	K05521	Other enzymes
b2100	20.0	1.91340612696	7000.0	2.45074889421	350			
b2101	133.0	12.7241507443	46550.0	16.2974801465	350			
b2102	0.0	0.0	0.0	0.0	350			
b2108	0.0	0.0	0.0	0.0	350			
b2109	0.0	0.0	0.0	0.0	350			
b2110	0.0	0.0	0.0	0.0	350			
b2111	12.0	1.14804367617	4200.0	1.47044933653	350			
b2112	51.0	4.87918562374	17850.0	6.24940968024	350			
b2118	0.0	0.0	0.0	0.0	350			
b4541	0.0	0.0	0.0	0.0	350			
b2119	0.0	0.0	0.0	0.0	350			
b2120	0.0	0.0	0.0	0.0	350			
b2121	0.0	0.0	0.0	0.0	350			
b2123	12.0	1.14804367617	4200.0	1.47044933653	350			
b2124	504.0	48.2178343993	176400.0	61.7588721341	350			
b2125	53.0	5.07052623643	12667.0	4.43480517757	239.0			
b2126	20.0	1.91340612696	11220.0	3.92820037043	561.0	YehU	K02478	Other enzymes
b2128	0.0	0.0	0.0	0.0	243.0	YehW	K05846	Transport
b2129	3.0	0.287010919043	924.0	0.323498854036	308.0	YehX	K05847	Transport
b2130	0.0	0.0	0.0	0.0	385.0	YehY	K05846	Transport
b2147	9.0	0.86103275713	3150.0	1.10283700239	350	PreA	K17723	Pyrimidine metabolism
b2152	28.0	2.67876857774	9800.0	3.43104845189	350			
b2157	24.0	2.29608735235	8400.0	2.94089867305	350			
b2154	321.0	30.7101683376	89238.0	31.2428471174	278.0	YeiG	K01070	Other enzymes
b2158	5.0	0.478351531739	1750.0	0.612687223553	350			
b2160	32.0	3.06144980313	11200.0	3.92119823074	350			
b2163	0.0	0.0	0.0	0.0	350			
b2171	3751.0	358.859319111	712690.0	249.517747059	190.0	YeiP	K02356	Translation factors
b2172	52.0	4.97485593009	18200.0	6.37194712495	350			
b2173	268.0	25.6396421012	93800.0	32.8400351824	350			
b2145	331.0	31.6668714011	115850.0	40.5598941992	350			
b2146	16.0	1.53072490156	5600.0	1.96059911537	350	PreT	K17722	Pyrimidine metabolism
b4502	10.0	0.956703063478	3500.0	1.22537444711	350			
b2177	46.0	4.400834092	27784.0	9.72737246811	604.0	YejA	K13893	Transport
b2178	5.0	0.478351531739	1820.0	0.637194712495	364.0	YejB	K13894	Transport
b2179	17.0	1.62639520791	5797.0	2.02957019139	341.0	YejE	K13895	Transport
b2180	21.0	2.0090764333	11109.0	3.88933849511	529.0	YejF	K13896	Transport
b2181	1788.0	171.05850775	625800.0	219.096951142	350			
b2184	63.0	6.02722929991	22050.0	7.71985901676	350			
b2186	1190.0	113.847664554	416500.0	145.819559206	350			
b2187	2160.0	206.647861711	756000.0	264.680880575	350			
b2188	97.0	9.28001971574	33950.0	11.8861321369	350			
b2230	0.0	0.0	0.0	0.0	350			
b2244	62.0	5.93155899356	21700.0	7.59732157205	350			
b2236	173.0	16.5509629982	60550.0	21.1989779349	350			
b2233	0.0	0.0	0.0	0.0	350			
b2225	0.0	0.0	0.0	0.0	350			
b2226	0.0	0.0	0.0	0.0	350			
b2229	0.0	0.0	0.0	0.0	350			
b2249	458.0	43.8170003073	160300.0	56.1221496774	350			
b2250	1291.0	123.510365495	451850.0	158.195841121	350			
b2270	0.0	0.0	0.0	0.0	350			
b2271	0.0	0.0	0.0	0.0	350			
b2272	0.0	0.0	0.0	0.0	350			
b2273	2.0	0.191340612696	700.0	0.245074889421	350			
b2274	0.0	0.0	0.0	0.0	350			
b2275	0.0	0.0	0.0	0.0	350			
b2291	538.0	51.4706248151	107062.0	37.483154016	199.0	YfbR	K08722	Purine metabolism
b2292	24.0	2.29608735235	8400.0	2.94089867305	350			
b2293	349.0	33.3889369154	75384.0	26.3924649487	216.0	YfbT	K01112	Carbohydrate metabolism
