K01369	DelTa-vpe
K10604	-
K10606	-
K10607	-
K10609	Cul4
K10609	AT3G46910
K01870	AT4G10320
K01870	Ova2
K01873	Twn2
K01873	EMB2247
K01872	EMB1030
K01872	AlaTs
K01875	Srs
K01875	AT5G27470
K01874	AT4G13780
K01874	Ova1
K01876	AT4G26870
K01876	AT4G33760
K01876	AT4G31180
K01879	-
K01878	-
sce_YFL014W	-
hsa_Q59GD5	-
K08494	NpsN11
K08494	NpsN12
K08495	Gos12
K08495	Gos11
K08496	MemB12
K08496	MemB11
K08497	AtSec20
K08490	Syp31
K08490	Syp32
K08491	-
K08492	Syp81
K08493	Sgr4
K08493	AT5G39630
K08493	Vti13
K08493	Vti1b
K08498	-
K08499	-
K00477	-
K00474	-
K00475	F3h
K00472	AT3G28480
K00472	AT-P4H-2
K00472	AT-P4H-1
K00472	AT2G17720
K00472	AT1G20270
K00472	AT4G33910
K00472	AT5G18900
K00472	AT4G35810
K00472	AT5G66060
K00472	AT4G35820
K00473	-
K00471	-
K04774	-
K04771	-
K04773	SppA
K04772	-
eco_b0163	-
K14655	-
K14654	-
K14652	AT5G59750
K14652	AT2G22450
K14651	-
K14650	-
K05175	-
K14381	-
K14380	-
K14386	-
K15922	-
K15923	FUC95A
K15920	XYL4
K01695	Tsa1
K01695	AT4G02610
K01697	-
K01696	Tsb1
K01696	AT5G28237
K01696	Tsb2
K01693	HISN5B
K01693	IGPD
K01692	EchIa
hsa_P07355	-
K04457	-
K03439	-
K03438	-
K03925	-
K03431	-
K03921	AT1G43800
K03921	AT5G16240
K03921	AT3G02620
K03921	Ssi2
K03921	AT3G02610
K03921	AT5G16230
K03921	AT3G02630
K03435	-
K03434	AT3G58130
K03434	AT2G27340
K12383	-
K12382	-
K12380	-
K12387	-
K12386	-
K12385	-
K12384	-
K12388	-
K02349	-
K02343	-
K03696	ClpC1
K03695	ClpB3
K03694	-
K03692	-
K03691	AT5G50420
K16866	-
K16867	-
K16865	-
K16860	-
K13566	AT5G12040
K13569	-
K12169	Rkp
K12161	AT2G45695
K12160	SumO1
K12160	SumO3
K12160	SumO2
K12160	SumO5
K02148	Det3
K02149	AT3G58730
K09691	-
K09699	Bce2
K09698	-
K07593	-
K07597	-
K07847	-
K11128	AT3G03920
K11128	AT5G18180
K11129	AT5G08180
K11123	-
K11121	-
K11126	AttErt
K11124	-
K11125	-
K10836	-
K00318	-
K00649	-
K00648	KAS_III
K00645	AT2G30200
K00647	-
K00310	-
K00317	-
K00640	AtsErat1
K00640	AtsErat2
K00640	AtsErat3
K00643	-
K00314	-
K02541	MCM3
K02931	AT4G01310
K05610	Uch1
K05610	Uch2
K05613	-
hsa_A0AUL6	-
sce_YMR117C	-
K02934	AT1G74050
K02934	AT1G18540
K02934	AT1G74060
K02937	AT1G80750
K02937	AT2G44120
K02937	AT2G01250
K02937	AT3G13580
K02936	AT3G62870
K02936	AT2G47610
K03143	AT1G18340
hsa_B2RDG9	-
K03637	-
K03636	-
K03632	-
K01999	-
K01996	-
K08856	-
K01995	-
K05699	-
K05698	-
K03148	-
K05691	-
K05690	-
K05693	-
K05692	-
K05695	-
K05697	-
K05696	-
K00869	Mk
K00868	Sos4
K00861	FMN/FHY
K00860	Apk
K00860	Akn2
K00860	APK3
K00863	-
K00864	Nho1
K00867	-
K00866	-
K01192	-
K01193	AT1G62660
K01193	AtbFruct1
K01193	cwINV4
K01193	ATBETAFRUCT4
K04346	-
K01191	AT5G66150
K01191	AT3G26720
K01196	-
K01197	-
K01194	Tre1
K01195	-
K01199	Bgl2
K04348	-
K15717	-
K00306	-
hsa_P37802	-
K13711	-
K13710	-
K13719	AT1G50670
K13718	-
K04527	-
K02646	-
spo_SPAC27F1.02c	-
K02641	RFNR1
K02641	RFNR2
K02641	Fnr2
K02641	Fnr1
K02649	-
K03590	-
K03591	-
K03592	-
K03593	IndL
K03599	-
K01736	EMB1144
K01737	-
K01734	-
K01735	AT5G66120
K01733	AT1G72810
K01733	Mto2
hsa_K7EM38	-
K01738	OasC
K01738	OasB
K01738	Cs26
K01738	DES1
K01738	CysD2
K01738	CysD1
K01738	OasA1
K01738	AT1G55880
K01738	OasA2
K01739	AT1G33320
K01739	Mto1
K09504	-
K09507	-
K09500	-
K09503	ATJ3
K09503	J2
K09502	-
K09508	-
hsa_B4DMT4	-
K08110	-
K02424	-
K05349	AT5G20950
K05349	AT3G47000
K05349	AT5G20940
K05349	Bxl2
K02428	-
K03770	-
K03771	-
K03772	-
K03773	-
K03774	-
K03775	-
K03776	-
K03777	-
K03778	-
K09448	-
K09441	-
K13979	-
K09996	-
K09997	-
K09995	-
sce_YOR009W	-
K12597	-
K12592	AT5G25080
K12593	AT5G59460
K12590	AT3G46210
K12591	AT1G54440
K12591	AT2G32415
K12591	AT5G35910
K12598	AT1G59760
K12598	HEN2
K12599	AT3G46960
K11713	PggT-i
K11714	RgxT2
K11714	RgxT1
K11717	CpnIfs
K11718	Ebs1
K10991	-
K10997	-
K10999	CesA10
K10999	Cev1
K10999	Irx1
K10999	CesA9
K10999	CesA1
K10999	CesA2
K10999	CesA5
K10999	CesA4
K10999	Irx3
K10999	CesA6
K10443	-
K12620	AT3G14080
K12620	AT1G19120
sce_YDL204W	-
K12622	AT1G76860
K12622	AT1G21190
K12623	emb1644
K12624	Sad1
K12625	AT3G59810
K12625	AT2G43810
K12626	AT2G03870
K12627	AT1G65700
K07106	-
hsa_Q53HF6	-
K07456	-
hsa_Q562Y3	-
hsa_Q562Y4	-
K11829	-
K11828	-
hsa_Q562Y8	-
K11826	AT5G46630
K11825	-
K11824	AT5G22780
K11824	alpha-ADR
K11822	-
K11821	Sot16
K11820	UGT74B1
K10661	AT4G34100
K10666	AT2G23780
K15013	-
K15010	-
K01858	MipS2
K01858	MipS3
K01858	MipS1
K15014	-
K01853	AtlUp2
K01853	Cas1
K01853	AtpEn3
K01853	Mrn1
K01853	AtpEn1
K11650	Chc1
K01850	AtcM2
K01850	Cm3
K01850	Cm1
K01854	-
K08472	Mlo14
K08472	Mlo15
K08472	Mlo10
K08472	Mlo11
K08472	Mlo12
K08472	Mlo13
K08472	Mlo8
K08472	Mlo9
K08472	Mlo6
K08472	Mlo7
K08472	Mlo4
K08472	Mlo5
K08472	Mlo2
K08472	Mlo3
K08472	Mlo1
K08471	-
K00451	HGO
K00452	-
K00453	-
K00454	AT1G67560
K00454	AT1G72520
K00454	Lox5
K00454	Lox3
K00454	Lox2
K00454	Lox1
K00108	-
K00109	-
K00106	Xdh1
K00106	XDH2
K00459	-
K00104	-
K00102	AT5G06580
K00103	-
K00100	-
K00101	-
eco_b0144	-
K01509	-
K01505	-
K01507	VHP2;2
K01507	AtpPa2
K01507	AtpPa3
K01507	AtpPa1
K01507	AtpPa6
K01507	AtpPa4
K01507	AtpPa5
K01507	Avp1
K01501	Nit3
K01501	Nit2
K01501	Nit1
K04751	-
K08052	-
K14634	-
K15909	-
K16904	-
K03905	-
K03904	-
K03903	-
K03900	-
K03908	-
K13368	-
K13369	-
K13366	AtpAo1
K13367	AtpAo3
K02365	AesP
hsa_F5H3I4	-
K02360	-
K12368	-
K12365	-
K12367	-
K12366	-
K12361	-
K02369	-
K16848	-
K13508	GpaT8
K13508	GpaT7
K13508	GpaT6
K13508	GpaT5
K13508	GpaT4
K13508	GpaT3
K13508	GpaT2
K13508	GpaT1
K13509	-
K13501	-
K13506	GPAT9
K13507	-
K13505	-
hsa_B4DM97	-
K17461	-
sce_YLR150W	-
hsa_F5H6T1	-
K03015	NrpB7
K03015	NrpE7
K03015	NrpD7
K03014	NrpB6b
K03014	NrpB6a
K03017	NRPB9B
K03017	NrpB9a
K03016	NrpB8a
K03016	NrpB8b
K03011	NrpB3
K03011	NRPE3B
K03010	NrpB2
K03010	NrpD2b
K08908	LhcA2
K08908	AT5G28450
K08908	LhcA6
K03012	NrpB4
K08906	AT5G45040
K08907	LhcA1
K08905	PsaG
K08902	PSB27
K03018	NrpC1
K08901	PQL1
K08901	PQL2
K08901	PsbQ-2
K08901	PsbQa
K06628	Cdc45
K06624	-
K06627	CycA1
K06627	CycA3
K06627	CycA2
K06626	-
K06193	-
K06622	-
K11456	-
K16337	-
K16334	-
K11455	-
K16333	-
K11450	Ldl1
K11450	Ldl2
K11450	Fld
K11103	-
K07860	-
K07863	-
K11108	AT5G22100
K16338	-
K16339	-
K00667	-
K00665	-
K00660	Tt4
K00669	-
K00668	-
K10858	Pms1
K06449	-
K06445	-
K06444	Lut2
K02653	-
K00591	AtcOq3
K00599	AT3G27180
K00598	-
eco_b1482	-
K10272	-
K04103	-
hsa_P61163	-
K00841	-
K00840	-
K00847	AT4G10260
K00847	AT1G06030
K00847	AT1G06020
K00847	AT2G31390
K00847	AT1G66430
K00847	AT3G59480
K00847	AT5G51830
K00846	-
K00845	-
K00844	Hkl3
K00844	Hkl1
K00844	AthXk4
K00844	Hxk1
K00844	Hxk3
K00844	Hxk2
K00849	GalAK
K00849	GalK
hsa_J3KT65	-
sce_YNR044W	-
sce_YMR305C	-
K15734	-
K15730	-
hsa_Q562T0	-
hsa_Q562W7	-
K15227	AT1G15710
K15227	AT5G34930
hsa_Q562T8	-
K02621	-
K02620	-
K02991	Rps6
K02991	EMB3010
K02990	AT3G18760
K02997	AT5G15200
K02997	AT5G39850
K02996	AT3G49080
K02996	Rps9
K02995	AT5G20290
K02995	AT5G59240
K02994	Rps8
K02999	NrpA1
K02998	RPSAb
K02998	P40
K08289	-
K08288	PSL4
K03575	AT4G12740
K03572	-
sce_YOR247W	-
K01710	Uxs5
K01710	Uxs1
K01711	Mur1
K01711	Gmd1
K01712	-
K01713	-
K01714	DhdPs2
K01714	DHDPS1
K01716	-
K01718	-
K01719	HEMD
K09528	-
K09527	-
K09526	-
K09525	-
K09523	P58IPK
K09522	-
K09521	-
K14172	AT1G76570
K14170	-
K14171	-
K02191	-
K08133	-
K08132	-
K05411	-
K05410	-
K13196	-
K13190	-
K13192	-
K03712	-
K03711	-
K13199	-
K03714	XylT
K03715	Mgd1
K03715	Mgd2
K03715	MgdC
K09422	Myb107
K09422	Rax2
K09422	Myb105
K09422	Myb95
K09422	Myb4r1
K09422	Myb90
K09422	Myb100
K09422	Hos10
K09422	Myb109
K09422	Myb108
K09422	AtmYb5
K09422	Myb110
K09422	AtmYb6
K09422	AtmYb1
K09422	Myb96
K09422	MybR1
K09422	Myb73
K09422	Myb121
K09422	Myb122
K09422	Myb43
K09422	Myb113
K09422	Myb101
K09422	Myb69
K09422	Myb68
K09422	Myb49
K09422	AtmYb9
K09422	Myb65
K09422	Myb64
K09422	Myb63
K09422	Myb62
K09422	Myb61
K09422	Myb60
K09422	Myb7
K09422	Myb28
K09422	Myb97
K09422	Myb23
K09422	Duo1
K09422	Myb20
K09422	Trb3
K09422	Etc2
K09422	Myb25
K09422	Tdf1
K09422	Myb85
K09422	Myb84
K09422	Myb87
K09422	Etc1
K09422	Myb83
K09422	Flp
K09422	Myb89
K09422	As1
K09422	Try
K09422	Myb119
K09422	Myb51
K09422	Myb98
K09422	Myb22
K09422	Myb4
K09422	Myb30
K09422	Myb112
K09422	MybL2
K09422	Myb114
K09422	Myb115
K09422	Myb2
K09422	Myb117
K09422	Myb52
K09422	Myb305
K09422	Myb36
K09422	Myb37
K09422	Myb118
K09422	Myb31
K09422	Myb54
K09422	Pap1
K09422	Myb58
K09422	Myb59
K09422	Myb39
K09422	Myb76
K09422	Myb77
K09422	Myb46
K09422	Myb3
K09422	Tt2
K09422	Myb14
K09422	Myb24
K09422	Myb12
K09422	Myb72
K09420	-
K09426	-
K09427	-
K01698	HemB1
K01698	HemB2
K12828	AT5G64270
K12829	AT4G21660
K12826	AT2G32600
K12827	Ato
K12824	PRP40C
K12825	AT1G14650
K12825	AT1G14640
K12822	AT1G60200
K12823	AT5G14610
K12823	AT1G55150
K12823	AT3G06480
K12823	DRH1
K12823	AT5G63120
K12820	AT5G14900
K12820	AT3G62310
K12820	AT2G47250
K12821	PRP40A
K12821	PRP40B
sce_YKR037C	-
K12192	VPS2.3
K13999	-
K13998	Thy-2
K13998	Thy-1
K12193	VPS24.2
K12193	VPS24.1
K13997	-
K13996	-
K13990	-
K13993	AT1G07400
K13993	AT2G29500
K13993	AT1G52560
K13993	HSP18.2
K13993	HSP17.6A
K13993	AT4G21870
K13993	AT5G20970
K13993	HSP21
K13993	AT1G53540
K13993	HSP17.6II
sce_YKR102W	-
K12198	VPS60.2
K12198	VPS60.1
K06103	-
K00248	-
hsa_B4DUI8	-
K06879	-
K12648	-
K12649	-
K12642	-
K12640	Br6Ox2
K12641	-
K12646	-
K12647	-
K11596	Ago5
K11596	Zll
K11596	Ago1
K11594	-
K11593	-
K11592	Dcl4
K11592	Dcl1
K11590	-
K11599	AT1G67250
K11598	-
K11849	-
K11841	Ubp24
K11840	-
K11843	Ubp7
K11843	Ubp6
K11842	AtuBp4
K11842	AtuBp3
K11844	Ubp2
sce_YER016W	-
K08735	Msh2
K08734	Mlh1
K08737	Msh6
K08737	MSH7
K08736	Msh3
K08731	-
K08730	AT1G15110
K08733	-
K08739	Mlh3
K08738	-
K00128	AldH2b7
K00128	ALDH2B4
K00128	ALDH3I1
K00128	ALDH3H1
K00128	ALDH3F1
K10645	-
K10643	AT5G60170
K10643	AT2G28540
K10643	AT3G45630
K00432	GPX8
K00432	AtgPx1
K00432	AtgPx2
K00432	AtgPx4
K00432	AtgPx5
K00432	AtgPx6
K00432	AtgPx7
K00121	AT1G22440
K00121	Hot5
K00121	AT5G42250
K00121	AT1G22430
K00121	AT4G22110
K00430	AT5G05340
K00430	AT1G68850
K00430	AT4G25980
K00430	AT2G22420
K00430	AT5G64120
K00430	AT2G18140
K00430	PrxCb
K00430	AT5G19890
K00430	AT1G49570
K00430	AT3G21770
K00430	AT1G44970
K00430	AT5G47000
K00430	AT2G38390
K00430	AT5G66390
K00430	AT4G16270
K00430	AT4G37520
K00430	AT3G50990
K00430	AT5G64100
K00430	AT5G17820
K00430	AT1G24110
K00430	AT1G30870
K00430	AT1G14550
K00430	AT2G34060
K00430	AT2G43480
K00430	AT3G03670
K00430	AT4G37530
K00430	AT5G64110
K00430	AT5G51890
K00430	AT4G11290
K00430	AT5G24070
K00430	AT5G39580
K00430	PrxCa
K00430	AT2G18150
K00430	AT4G08780
K00430	AT5G15180
K00430	PrxR1
K00430	RHS19
K00430	AT5G19880
K00430	AT3G17070
K00430	AT1G34510
K00430	AT4G33420
K00430	AT5G14130
K00430	AT5G42180
K00430	AT5G40150
K00430	AT1G05250
K00430	AT4G31760
K00430	AT2G18980
K00430	AT3G28200
K00430	AT2G37130
K00430	PA2
K00430	AT4G08770
K00430	AT2G39040
K00430	AT3G49960
K00430	AT2G38380
K00430	AT2G41480
K00430	AT4G36430
K00430	AT4G26010
K00430	AT1G71695
K00430	AT5G58390
K00430	AT3G32980
K00430	AT1G14540
K00430	Rci3
K00430	AT4G30170
K00430	AT4G17690
K00430	AT3G01190
K00430	AT5G06730
K00430	AT1G05240
K00123	-
K10649	-
K00434	TapX
K00434	Apx6
K00434	Apx5
K00434	Apx4
K00434	SapX
K00434	Apx2
K00434	Apx1
K00434	Apx3
K04739	-
K14557	AT4G28200
hsa_F8W057	-
K04733	-
K04735	-
K04734	-
sce_YBR067C	-
K14618	-
K14349	-
K14613	-
K14610	-
K14617	-
K01527	-
K01526	-
K01525	-
K01522	FHIT
K01520	DUT1
K01529	Los4
K01528	Drp3b
K01528	ADL6
K01528	DRP3A
K01528	DL3
sce_YIL144W	-
K05060	-
K03961	-
K03960	-
K03963	AT2G02050
K03962	-
K03965	AT4G34700
K03964	-
K03967	-
K03966	AT3G18410
K03966	AT1G49140
K03968	-
K13348	AT3G24570
K13348	AT2G42770
K13348	AT5G19750
K13348	AT4G03410
K13349	-
K13341	Pex7
K13342	Pex5
K13343	Pex14
K13345	Pex12
K13346	Pex10
K13347	PMP22
K17195	-
sce_YLR300W	-
K16823	-
K16820	-
K13524	-
K13525	AT5G03340
K13525	Cdc48
K13525	AT3G53230
K13523	LpaT2
K13523	LpaT3
hsa_Q96DE1	-
K03386	-
K08107	-
K12340	-
K12349	AT5G58980
K12349	AT2G38010
K12349	AT1G07380
K12348	-
K11694	-
K11695	-
K11693	-
K08101	Hy2
hsa_I3L4N8	-
K13832	Mee32
K03039	AT5G45620
K03039	AT4G19006
K03038	Rpn8a
K03038	Mee34
K03037	AT4G24820
K03036	Ats9
K03035	EMB2107
K03035	Rpn5b
K03033	EMB2719
K03033	AT1G75990
K03927	-
K03031	Rpn12a
K03031	Rpn12b
K03030	AT5G23540
K05894	Opr3
K05894	Opr2
K05894	Opr1
K12123	PhyE
K12122	PhyD
K12120	PhyA
K12126	Pif3
K12125	Elf3
K12124	Gi
K12129	Prr7
K17448	-
K11471	-
K11473	-
K00601	AT1G31220
K00600	Shm6
K00600	Shm7
K00600	Eda36
K00600	Shm2
K00600	Shm3
K00600	Shm1
K00600	Shm4
K03746	-
K00605	AT1G11860
K00604	Pde194
K00606	PANB2
K00606	KPHMT1
K00609	PYRB
K10878	AtsPo11-1
K10878	Rhl2
K06467	-
K06466	-
K06464	-
K10873	-
K10877	-
K10875	chr40
K10875	CHR42
K10875	DRD1
K10875	CHR34
K10875	RAD54
K10875	chr31
K10875	CHR38
K07806	-
K01170	AtsEn1
hsa_Q8TDY3	-
K10259	-
K10258	Cer10
K10257	Fad3
K10257	Fad8
K10257	Fad7
K10256	Fad2
K10255	Fad6
K10251	KCR1
K11423	ASHH4
K11423	Efs
K11423	ASHH3
K01958	-
K11422	Sdg25
K01956	CarA
K04125	ATGA2OX1
K01955	CarB
K01952	Pur4
K11421	-
K01950	AT1G55090
K01951	AT1G63660
K11420	SUVH9
K11420	SUVH7
K11420	SUVH6
K11420	SUVH5
K11420	SUVH4
K11420	SUVH3
K11420	SUVH1
K11420	SDG21
K07735	-
K07738	-
K07739	Elo3
K11424	-
K04380	-
K04381	-
K04382	Pp2A-4
K04382	Pp2A
K04382	Pp2A-2
K04382	Pp2A-3
K04382	Pp2A-1
K04384	-
sce_YKL052C	-
sce_YMR307W	-
SA2173	-
K13758	-
K13756	-
K13755	-
hsa_B3KW67	-
K09097	-
K09091	-
K09090	-
K02609	-
K02608	Orc6
K05659	-
K02978	AT2G45710
K02978	AT3G61111
K02978	Ars27a
K02978	AT5G47930
K02975	AT4G39200
K02975	AT2G16360
K02975	AT2G21580
K02975	AT4G34555
K02974	AT5G28060
K02974	AT3G04920
K05657	-
K05656	-
K02971	AT5G27700
K02971	AT3G53890
K05650	-
K05653	-
K02604	Orc2
K03550	-
K03553	AT2G19490
K03553	AT1G79050
K03554	-
K03555	-
K03556	-
K03557	-
K01778	AT3G53580
K01772	Fc1
K01772	FC2
K01770	IspF
K01776	-
K01774	-
K01775	-
K05387	Glr5
K05387	AtgLr2.3
K05387	Glr3.3
K05387	AtgLr1.2
K05387	AtgLr2.1
K05387	Glr1.4
K05387	AtgLr2.8
K05387	Glr1.3
K05387	Glr1.1
K05387	AtgLr2.4
K05387	AtgLr2.5
K05387	AtgLr2.6
K05387	Glr2
K05387	AtgLr3.4
K05387	AtgLr2.2
K05387	AtgLr2.9
K09541	-
K09540	ATERDJ2B
K09540	AteRdj2a
K09542	-
K05389	Kco6
K05389	Kco5
K05389	Kco3
K05389	Tpk4
K05389	Kco2
K05388	-
K14152	-
K14153	Th1
K14154	-
K14156	AT1G74320
K14157	-
K14406	AT5G60940
K14407	CSTF64
K14404	CPSF30
K14405	-
K14402	CPSF100
K14403	CPSF73-I
K14400	PCFS4
K14400	AT2G36480
K14401	CPSF160
K12805	-
K12807	-
hsa_P42025	-
hsa_Q53GH2	-
K03737	-
K15371	-
K03732	-
K12666	AT1G76400
K12667	HAP6
K12662	Emb2776
K12663	AtdCi1
sce_YBL034C	-
K12668	AtdAd1
K12669	AT1G61790
K12669	AT1G11560
K14570	AT5G25800
K14570	SDN3
K14570	SDN2
K14570	SDN1
sce_YNL300W	-
K11863	AT3G54130
K11862	-
K11866	AMSH1
K11866	AMSH3
K11868	CYP71A13
hsa_A5A3E0	-
K14288	Psd
K08718	-
K08712	-
K08711	-
spo_SPBC2G5.05	-
K10400	Pok2
K10401	-
K10407	-
K10405	Atk5
K10405	Atk2
K10405	Atk3
K10405	Atk1
K11315	-
K11314	Ada2b
K11314	Ada2a
K11313	-
K00414	-
K00143	-
K00416	AT1G15120
K00416	AT2G01090
K00417	AT5G25450
K00417	AT4G32470
K00147	-
K00412	AT2G07727
K00145	AT2G19940
K00145	AT2G31100
K00149	-
K00418	-
K00419	AT3G52730
K08955	-
K09394	-
K14361	-
sce_YGL075C	-
sce_YGL028C	-
K04713	SBH2
K04713	SBH1
K04712	-
K04711	AtcEs1
K04710	-
K04717	-
K04715	AT5G51290
K01548	-
K04718	SPHK1
K04248	-
K02016	-
K02017	-
K02012	-
K02011	-
K03949	AT5G52840
K03948	-
K03943	AT4G02580
K03942	Ci51
K03941	AT1G16700
K03941	AT1G79010
K03940	AT5G11770
K03947	-
K03946	AT5G47890
K03945	AT3G08610
K03944	-
K15414	-
K15413	-
K15410	-
hsa_I3L3R2	-
eco_b3203	-
K01542	-
K12320	-
K12323	-
K12327	-
K12326	-
K12329	-
K11676	-
K11674	-
K11675	-
K11672	AtaRp5
K11673	AtaRp9
K13811	Aps2
K13811	Aps3
K13811	Aps1
K13813	-
K06661	-
K06663	-
K06662	-
K06665	-
K06664	Ted3
K06666	-
K06669	Ttn7
K12493	RPA
K12493	AGD8
K12493	Agd9
K12492	Agd6
K12492	AGD7
K12491	-
K12490	-
K12495	-
K12494	-
K11418	Hda2
K11412	-
K11411	-
K11416	Srt1
K11417	-
K11414	-
K00629	-
K00628	-
K00623	-
K00622	-
K00621	AtgNa1
K00620	AT2G37500
K00627	EMB3003
K00627	Lta3
K00627	AT1G54220
K00627	AT3G13930
K00626	AT5G47720
K00626	AcaT2
K00625	-
K00624	-
hsa_Q5JWF8	-
K06485	-
K06487	-
K06481	-
K06480	-
K06483	-
K06482	-
K02806	-
K05629	-
K05278	Fls
K05278	Fls3
K07828	-
K07829	-
K05625	-
K07825	-
K07826	-
K07827	-
K07532	-
K05627	-
K00088	AT1G79470
K00088	AT1G16350
K00084	-
K00083	Cad2
K00083	Cad3
K00083	AtcAd5
K00083	AtcAd4
K00083	Cad6
K00083	ELI3-2
K00083	CAD9
K08849	-
K00081	-
K05995	-
K01972	-
K08012	-
K07752	-
K07753	-
K07750	Smo2-1
K07751	-
K15779	-
K00311	EtfQo
K00641	-
K10839	AT5G16090
K10839	RAD23D
K10839	RAD23C
K10839	Rad23
K10839	RAD23A
K01283	-
K01280	Tpp2
K10838	Rad4
K01284	-
K01285	-
K05677	-
K02956	Rps15
K05675	-
K02954	Rps14
K02953	RPS13A
K02953	AT3G60770
K02952	AT5G14320
K02952	AT1G77750
K02951	AT2G32060
K02951	AT1G15930
K02950	-
K02959	Ssr16
K02958	RPS15
K02958	AT5G63070
K02958	AT5G09510
K02958	AT5G09500
K02958	AT5G09490
K02958	AT5G43640
K00884	-
K00882	-
K04535	-
K00889	Pip5k3
K00889	PIP5K2
K00889	PIP5K1
K00889	Pip5k5
K00889	Pip5k4
K00889	PipK11
K00889	AT1G60890
K00889	AT3G07960
K00889	AT1G10900
K00888	PI-4KBETA2
K00888	PI-4KBETA1
K00888	ATPI4K_ALPHA
K04506	SinAt2
K04506	AT2G41980
K04506	AT4G27880
K04506	AT3G61790
K01027	-
K01756	AT1G36280
K01756	AT4G18440
K01014	-
K01750	-
K04503	-
K04500	-
K04501	-
K01758	-
K01759	AT1G08110
K01759	GLX1
K01759	AT1G67280
K04508	-
K01012	Bio2
K09562	Fes1A
K09562	Fes1B
K09562	Fes1C
K09561	ChiP
K09567	AT2G38730
K09565	-
K09564	-
K09569	FkbP15-2
K09569	FkbP15-1
K09568	-
K05451	-
K02485	-
K08176	Pht1
K08176	Pht3
K08176	Pht5
K08176	Pht6
K08176	Apt1
K08176	AtpT2
K02487	-
K02486	PhyB
K14423	SMO1-3
K14424	SMO2-2
K14137	-
K12862	Prl1
K12863	EMB2769
K12860	AtcDc5
K12861	Mos4
K12866	-
K12867	AT5G28740
K12864	AT3G02710
K12865	AT2G41020
K12868	AT2G16860
K12869	AT5G41770
K03530	-
K03531	FtsZ1-1
K03537	EMB1687
K03538	AT2G43190
K03539	AT5G59980
K02220	-
K02223	-
K03289	-
K03283	MTHSC70-2
K03283	AT3G09440
K03283	Erd2
K03283	Hsp70b
K03283	CPHSC70-2EAT_SHOCK_PROTEIN_70-2
K03283	AT5G02490
K03283	Hsp70
K03283	HSC70-1
K03283	cpHsc70-1
K16144	-
sce_YKL117W	-
K12687	-
K08887	-
K11884	-
K08884	-
K08883	-
K11883	AT5G41190
K11085	-
K11087	AT3G07590
K11087	AT4G02840
K11086	AT5G44500
K11086	Smb
K11089	-
K11088	AT1G20580
K11088	Smd3
K08779	-
K08771	-
K08770	Ubq4
K08770	Ubq10
K08770	Ubq8
K08773	-
K08775	BRCA2(IV)
K08775	BrcA2b
K08776	Apm1
K06347	-
K10428	-
K09823	-
K09821	-
K10424	-
K10425	-
K10426	-
K10427	-
K10420	-
K09828	Dwf1
K09829	-
K11339	-
K11338	-
K00164	AT3G55410
K00164	AT5G65750
K00166	AT5G09300
K00166	AT5G34780
K00166	AT1G21400
K00167	Din4
K00167	BCDH_BETA1
K00161	PDH-E1_ALPHA
K00161	E1_ALPHA
K00161	Iar4
K00162	PDH-E1_BETA
K00162	Mab1
K00162	AT2G34590
K00163	-
K10688	Ubc18
K10688	Ubc16
K10688	UBC17
K10688	AtuBc2-1
K10689	Pex4
K10680	-
K10682	-
K10683	BarD1
K10684	Sae1b
K10684	SAE1A
K10684	SAE1B
K10685	Sae2
K10686	Ecr1
K14301	AT3G14120
K14300	AT2G05120
K14303	Sar1
K14302	-
K14305	-
K14304	AT4G32910
K14307	AT4G37130
K14306	EMB2766
K14309	AT2G41620
K14309	AT3G57350
K14308	AT1G24310
K04083	-
K04082	-
K04087	-
K04088	-
spo_SPBC1709.05	-
K01569	-
K01568	Pdc3
K01568	Pdc2
K01568	AT5G01320
K01568	AT4G33070
K01565	-
K02038	-
K02032	-
K02035	-
K02036	-
K02037	-
K08036	-
K13305	-
K13303	-
K05003	-
hsa_Q9BYD9	-
K12309	BgaL17
K12302	-
K12307	-
K12304	-
K03073	-
K03072	-
K03071	-
K03070	AGY1
K03070	AT1G21650
K08968	-
K03076	-
K03075	-
K03074	-
K16682	-
K11651	-
K16680	-
K16681	-
K11654	Chr11
K11654	Chr17
K11655	-
K11656	-
K16685	-
K06648	-
K06134	-
K06641	-
K06640	AtrAd3
K06647	-
K06130	AT5G20060
K09613	Csn5b
K09613	Csn5a
K06644	-
sce_YHR193C	-
hsa_B7Z9W3	-
hsa_Q05DQ7	-
K04865	-
K04864	-
K04860	-
K04862	-
hsa_I3L3I0	-
K11434	PrmT1a
K11434	PrmT11
K11436	PrmT3
K11437	PrmT6
K11430	Clf
K11430	Mea
K11430	Swn
K11431	-
K11433	-
K07511	-
K07512	AT3G45770
K07513	Pkt4
K11438	PrmT7
K07515	-
K10745	AT2G39440
K10744	-
K10747	AtlIg1
K10747	AT1G49250
K10210	-
K10740	AT4G18590
K10740	AT3G52630
K10743	-
K10742	-
K10749	-
K01910	-
K01916	-
K01914	-
K01915	AtgSr1
K01915	Gln1.3
K01915	Gln1
K01915	Gs2
K01918	PanC
K01919	GSH1
K07775	-
K07771	-
K07773	-
K04344	-
K13108	Ddl
K04345	-
K01190	BgaL2
K01190	AT3G54440
K13458	Pbs2
K04347	-
hsa_Q562S6	-
hsa_Q562S7	-
K04692	-
K04690	-
eco_b0220	-
eco_b2516	-
K05611	-
K02930	AT3G09630
